Id; WordId; Source; Translation
383; 930; Alkohol często spożywany jest z narkotykami lub sam w sobie traktowany jest jako narkotyk.; Alcohol is often taken with drugs or alcohol itself may end up as a drug.
384; 931; Uprawiane i produkowane w Afganistanie narkotyki trafiają na europejskie ulice.; Drugs grown and produced in Afghanistan find their way to the streets of Europe.
385; 932; Pierwszy z nich Jacques Cousteau nazwał "zachwytem głębią" To narkoza azotowa.; One of them is what Jacques Cousteau called "rapture of the deep."
386; 935; narobić komuś obciachu; to come down on sb
387; 936; Nie ma on nigdy zastąpić budżetów krajowych reprezentujących suwerenność narodową.; It never substitutes the national budgets representing national sovereignty.
388; 939; W życiu codziennym ludzi nie ma sporów i nie istnieje problem narodowościowy na terytoriach o mieszanej ludności.; In people's everyday lives, there are no disputes and there is no nationality problem in mixed areas.
389; 941; Estonia obchodzi 14 czerwca Narodowy Dzień Pamięci.; In Estonia, 14 June is a national day of commemoration.
390; 942; Lecz niedługo potem uderzył na nie wiatr gwałtowny, który zowią Euroklidon.; But after no long time there beat down from it a tempestuous wind, which is called Euraquilo:
391; 943; Nikt nie chce być wobec niego niegrzeczny ani czuć się winny, więc pomyślałem, że to się nada bez ruszania się z miejsca.; You know, you don't want to be rude to him and you don't want to feel guilty, and so I thought this would do it, where I just sit here.
392; 946; I widziałem niejeden niesamowity występ z rodzaju tych "na rozgrzewkę".; And I've had some incredible warm-up acts.
393; 947; Bez strefy euro przezwyciężenie kryzysu przebiegałoby dużo wolniej i w bardziej niejednolity sposób.; Without the functioning eurozone, overcoming the crisis would have been much slower and uneven.
394; 948; To sektor bardzo niejednorodny - obejmuje on różne typy funduszy, profile ryzyka i strategie inwestycyjne.; This is a very heterogeneous sector having various different types of funds, risk profiles and also investment strategies.
395; 949; Jesteśmy przekonani, że rząd węgierski nie pozostawi tu miejsca na niejednoznaczność.; We are confident that the Hungarian Government will leave no room for ambiguity there.
396; 954; Widocznie, w tej sferze szczyt G20 okazał się niekompetentny.; Clearly, in this respect, the G20 was incompetent.
397; 957; Nakazy aresztowania wydaje się w przypadkach, w których są one niekonieczne i niewspółmierne.; Warrants have been issued when their use was both unnecessary and disproportionate.
398; 960; Rosyjskie władze zdecydowanie wdrażają niekonstytucyjny porządek prawny.; The Russian authorities are evidently implementing unconstitutional law and order.
399; 965; Jednoczesne stosowanie tych leków z lekiem Vivanza może bardzo niekorzystnie wpłynąć na ciśnienie tętnicze krwi.; Taking these medicines with Vivanza could seriously affect your blood pressure.
400; 966; W świetle prawa UE wszelkie działania na Twoją niekorzyść są nielegalne.; If there are any adverse effects, these are illegal under EU law.
401; 967; Wydaje się, że Norweski Fundusz Ropy Naftowej jest przykładem, o którym wspominano już w tej debacie.; The Norwegian Oil Fund is, I think, an example which has been mentioned in this debate.
402; 968; leku Oprymea po upływie terminu waż ci zamieszczonego na opakowaniu. noś; Do not use Oprymea after the expiry date which is stated on the packaging.
403; 969; Ja i moi współpracownicy, Brian Nosek i Jesse Graham stworzyliśmy kwestionariusz - jest w sieci na www.YourMorals.org; And my colleagues, Brian Nosek and Jesse Graham, and I, made a questionnaire, which we put up on the Web at www.YourMorals.org.
404; 970; Ale jeśli nosiciel musi być w pełni sił, żeby przekazać patogen, wtedy te łagodne zostają zwycięzcami.; But if the host needs to be mobile in order to transmit the pathogen, then it's the benign ones that tend to be the winners.
405; 971; Zmniejszenie nawrotów raka przez lek który nawet nie oddziałuje na nowotwór.; Reduce occurrence of cancer by a drug that doesn't even touch the cancer.
406; 972; nowotwór olbrzymiokomórkowy kości; giant-cell tumor of the bone
407; 973; Ale pytanie brzmi: czy przebaczenie i odkupienie zastępuje sprawiedliwość?; But the question is, does forgiveness and redemption replace justice?
408; 974; Dlaczego miałbyś kupować odtwarzacz MP3 od firmy komputerowej?; Why would you buy an MP3 player from a computer company?
409; 975; Wszyscy widzieliśmy film "2001: Odyseja kosmiczna" Teraz jest rok 2003. ~~~ I nie ma HAL'a.; You know it's 2003, and there is no HAL.
410; 976; Czy mógłbyś przyjechać do Ohio z tym mężczyzną, z którym teraz żyjesz?; Could you please come to Ohio, and please bring that man that I know you have found by now.
411; 978; Bombardowanie Oklahoma City było prostą technologią, użytą w potworny sposób.; The Oklahoma City bombing was simple technology, horribly used.
412; 988; Immunomedics GmbH Otto- Röhm- Straße 69 D- 64293 Darmstadt Niemcy; Immunomedics GmbH Otto-Röhm-Straße 69 D-64293 Darmstadt Germany
413; 990; Badanie pokazało, że 90% Szwedów nigdy nie słyszało o gułagach, podczas gdy 95% z nich wie, czym był Oświęcim.; A study showed that 90% of Swedes have never heard of the gulags, while 95% knew what Auschwitz was.
414; 991; Zastępy twoje mieszkają w niem, któreś ty dla ubogiego nagotował dobrocią twoją, o Boże; The Lord giveth the word: The women that publish the tidings are a great host.
415; 994; Przeprowadziliśmy operację, moja kompania przeprowadziła atak o brzasku -- wiecie, klasyczny atak o świcie: przygotowujesz się całą noc, zajmujesz pozycję wyjściową do natarcia.; And we did an operation, and my company did a dawn attack -- you know, the classic dawn attack: you prepare all night, move to the line of departure.
416; 997; Pewnie powiecie "Hej, o co ci chodzi.; I have one climate crisis; I don't really need the second one."
417; 998; O mało nie umarła.; She nearly died.
418; 999; A ja na to: "O, mój Boże, to będzie okropne."; And I said, "Oh my God, this is going to suck."
419; 1000; Czy Komisja wie o negatywnym wpływie umowy na konkurencyjność europejską oraz na zatrudnienie w przemyśle motoryzacyjnym i włókienniczym?; Does the Commission have any awareness of the negative impact of the agreement on European competitiveness and on employment in the automobile and textile industries?
420; 1001; Teraz, żeby odnieść sukces należy myśleć o przyszłych pokoleniach, nie na odwrót.; To be successful now, you have to think about future generations, not vice versa.
421; 1003; Najsilniej dotyka osób o niskich dochodach, które spożywają więcej cukru i nasyconych tłuszczów.; People on low incomes are worst affected since they consume more sugar and saturated fats.
422; 1004; Dla mnie jest to określenie mylące i wolałbym inne, na przykład "statki o niskim standardzie”.; For me, that is a misnomer and I would have preferred something like 'substandard' ships.
423; 1006; choroby lub u pacjentów o obniżonej odporności, u których przewiduje się słabą odpowiedź na leczenie miejscowe.; immunocompromised, in whom response to topical therapy is expected to be poor.
424; 1007; o ograniczonych dochodach; on a budget
425; 1011; Japonia jest światowym partnerem o podobnych zapatrywaniach, który współpracuje z nami podczas wielostronnych forów w dążeniu do lepszego przestrzegania oraz lepszej ochrony praw człowieka.; Japan is a like-minded global player cooperating constructively with us in multilateral forums in order to improve respect for and protection of human rights.
426; 1014; Norwegia znana jest z pięknej przyrody, fiordów, gór i słońca o północy.; Norway is known for its beautiful nature, fjords, mountains and the midnight sun.
427; 1017; odkładać do leżakowania; to lay down
428; 1018; odkładać na czarną godzinę; to save sth for a rainy day
429; 1019; Jak widzicie, kompletne odludzie.; As you can see, if that's nowhere, it's in the middle of it.
430; 1023; Nie chcę odmalowywać czarnego scenariusza, jak to już tutaj robiono.; Mr President, I do not want to depict a doom scenario, as has been done here.
431; 1024; Byłoby głupotą odmawiać sobie tego, na co inni reagują z radością i przyjaźnią.; We would be foolish to deny ourselves what others recognise with friendship and with joy.
432; 1026; Byłoby głupotą odmawiać sobie tego, na co inni reagują z radością i przyjaźnią.; We would be foolish to deny ourselves what others recognise with friendship and with joy.
433; 1027; Po wszystkie dni wymierzonego czasu mego będę oczekiwał przyszłej odmiany mojej.; All the days of my warfare would I wait, Till my release should come.
434; 1030; Nie czekajcie, aż zarobicie pierwszy milion żeby odmienić czyjeś życie.; Don't wait until you make your first million to make a difference in somebody's life.
435; 1031; odmienne podejście naukowe; different scientific approach
436; 1032; Następnie mamy nową politykę sąsiedztwa - odmienny poziom ambicji i wizję.; Then, there is the new Neighbourhood Policy - a different level of ambition and vision.
437; 1033; Używając miarki odmierzyć kolejne 23 ml wody i dodać do butelki.; Using the cup measure another 23 ml of water and add this to the bottle.
438; 1036; Odmowa takiej pomocy byłaby podła, niekonsekwentna, pełna hipokryzji i bezcelowa.; Not to tender it would be mean, inconsistent, hypocritical and self-defeating.
439; 1037; odmowa ssania piersi; refusal to nurse
440; 1038; na złość babci odmrozić sobie uszy; to cut off one’s nose to spite one’s face
441; 1039; Iracki rząd powinien odmówić wypełniania rozkazów teherańskich mułłów.; The Iraqi Government should stop following the orders of the Mullahs in Tehran.
442; 1041; Pola elektromagnetyczne (PEM) są przedmiotem bezpośrednich obaw obywateli UE.; Electromagnetic fields (EMF) are a matter of direct concern to EU citizens.
443; 1042; Jeśli w wynikach wyszukiwania Google znajdziesz stronę, która zawiera Twoje dane osobowe, takie jak numer PESEL lub numer karty kredytowej, powiadom nas o tym za pomocą poniższych linków.; If you find a page in Google search results that lists personal information such as your social security or credit card number, let us know using the links below.
444; 1048; Nie miałem stosunków seksualnych z tą kobietą, panną Lewinsky.; I did not have sexual relations with that woman, Miss Lewinsky.
445; 1051; Uważam, że muszę wspomnieć o poprawce 2, w której ostro krytykowany jest papież Benedykt XVI.; I feel I have to mention Amendment 2, which sharply criticises Pope Benedict XVI.
446; 1054; Umowa WE-Paragwaj dotycząca pewnych aspektów usług lotniczych (głosowanie); Agreement between the EC and Paraguay on certain aspects of air services (vote)
447; 1055; Park Narodowy Gór Stołowych; Stołowe Mountains National Park
448; 1057; To jest Partenon.; This is the Parthenon.
449; 1058; Pfizer Holding France 23- 25, Avenue Du Docteur Lannelongue 75014 Paryż Francja; Pfizer Holding France 23-25, Avenue Du Docteur Lannelongue 75014 Paris France
450; 1062; dumny jak paw; glowing with pride
451; 1063; Z tego względu w okresie leczenia lekiem Paxene należy zaprzestać karmienia piersią.; Therefore, breast-feeding should be discontinued for the duration of Paxene therapy.
452; 1064; Polacy nie są barbarzyńcami, nie akceptują kary śmierci.; Poles are not barbarians, they do not accept the death penalty.
453; 1067; Jeśli wystąpi nasilona senność i/ lub spłycenie oddechu, pacjent lub jego opiekun powinien natychmiast skontaktować się z lekarzem i zadzwonić na pogotowie ratunkowe.; If you become very sleepy or have slow and/ or shallow breathing, you or your carer should contact your doctor immediately and call for emergency help.
454; 1069; Na początku marca odwiedziłam pogranicze tunezyjsko-libijskie.; I visited the Tunisian-Libyan border at the beginning of March.
455; 1070; pogratulować komuś czegoś; to compliment sb on sth
456; 1071; To czyni z niej największy pogrom dziennikarzy w historii świata.; This makes it the greatest massacre of journalists in world history.
457; 1074; pogrozić komuś palcem; to wag one's finger at sb
458; 1078; Te systemy można zidentyfikować i pogrupować. ~~~ Te systemy można zidentyfikować i pogrupować.; And those systems could be identified, and they could be grouped together.
459; 1079; Uważam takie praktyki za okrutne pogwałcenie prawa człowieka do osobistej integralności.; I consider such practices to be atrocious violations of the human right to personal integrity.
460; 1083; krąży pogłoska, jakoby...; rumour has it that...
461; 1086; Substancje działające na OUN mogą pogłębiać depresję oddechową (patrz punkt 4. 5).; CNS active substances may worsen the respiratory depression (see section 4.5).
462; 1087; pogłębiać swoją wiedzę; to broaden one’s knowledge
463; 1088; Zjawisko to może jedynie się pogłębić, jeżeli odstępstwo zostanie utrzymane w mocy.; This phenomenon can only get worse if this derogation is maintained.
464; 1089; Potrzebuję wszelkich środków, aby go pohamować.; I need everything we have at my disposal in order to stop his movement.
465; 1094; Wybierz opcję „Informacje o firmie zawierają błędne dane” i poinformuj nas, która zasada została naruszona.; Choose ‘Listing contains wrong information’ and let us know which policy is being violated.
466; 1095; Czy na przebudzenie się Europy będziemy musieli czekać, aż stanie się coś poważnego?; Will we have to wait for something serious to happen first before Europe wakes up?
467; 1100; przechowywanie i przekazywanie głosu; voice store and forward
468; 1103; Przechowywać z dala od ognia.; Keep away from naked flame.
469; 1104; Wolność nie oznacza braku odpowiedzialności, a reklamy nie stanowią sposobu umożliwiającego każdemu przechwalanie się swoim produktem.; Freedom does not mean unaccountability, nor is advertising a ploy allowing anyone to show off their products.
470; 1105; przechwalać się znajomościami; to drop names
471; 1106; przechwalać się znajomościami; to drop names
472; 1108; Oznacza to, że władze celne mają tylko jedną szansę na kontrolę towarów i przechwycenie ewentualnych nielegalnych produktów.; This means that customs have one single opportunity to control goods and seize any illegal traffic.
473; 1111; To do ich służb granicznych należy przechwytywanie takich przesyłek i konfiskata ich na granicy.; It is up to their border services to seize such shipments and stop them at the border.
474; 1112; Choć nie jestem tak wybitnym prawnikiem jak pani poseł Wallis, to jednak jestem prawnikiem i wiem, że przechwytywać informacje można tylko w wyjątkowych okolicznościach.; While not a great lawyer like Mrs Wallis, I am a lawyer, and I know that you must only use interception exceptionally.
475; 1113; przechylać się do tyłu; to lean back
476; 1114; Przechylić lekko fiolkę, utrzymując koniec igły jak najbliżej dna fiolki.; Tilt the vial slightly and keep the needle in the lowest part of the vial.
477; 1116; STELARA zawiera substancję czynną ustekinumab – przeciwciało monoklonalne.; STELARA contains the active substance ustekinumab, a monoclonal antibody.
478; 1119; Wydaje się, że Unia Europejska tej ekspansji nie jest w stanie przeciwdziałać.; It looks as if the European Union is not in a position to counter this expansion.
479; 1120; Substancja czynna preparatu Mycograb, efungumab, to środek przeciwgrzybiczy.; The active substance in Mycograb, efungumab, is an antifungal agent.
480; 1122; Krew należy pobierać do uprzednio oziębionych probówek zawierających środek przeciwkrzepliwy, heparynę.; Blood must be collected into pre-chilled tubes containing heparin anticoagulant.
481; 1123; Więc po morderstwie Hyuk-joo poszedł do motelu... i obejrzał ' Całusy ' z Yeon-sim. to jest 4: 05!; So after killing han, Hyuk-joo went into the motel... and saw ' kisses ' with Yeon-sim thats 4: 05!
482; 1125; Wydaje mi się, że Paul Simon jest dziś na widowni, i on być może nie zdaje sobie z tego sprawy, ale napisał cała piosenkę o seksie wielorybów: "Slip-slidin' away.; I think Paul Simon is in the audience, and he has -- he may not realize it, but he wrote a song all about whale sex, "Slip-Slidin' Away."
483; 1128; Należy pamiętać, że drugi dostawca poczty e-mail musi obsługiwać uwierzytelnianie SMTP, aby możliwe było skorzystanie z tej opcji.; Your other email provider has to provide authenticated SMTP support for you to use this option.
484; 1131; I generalnie bierzemy siano i jabłka i robimy sos barbecue z tych dwóch rzeczy.; And basically we took hay and crab apples and made barbecue sauce out of those two ingredients.
485; 1132; Opowiedziałem o tym i podszedł do mnie taki pan z Turcji i powiedział: "Bardzo dobry spec od marketingu ten Fryderyk Wielki, ale nie tak dobry jak Ataturk".; I told this story and a gentleman from Turkey came up to me and said, "Very, very good marketer, Fredrick the Great. ~~~ But not a patch on Ataturk."
486; 1133; Szukaj również wszelkich luk związanych ze skryptami XSS (skrypty między witrynami) i wstawkami SQL.; Also check for any XSS (cross-site scripting) and SQL injection vulnerabilities.
487; 1134; SS: Rozmawia z innymi bonobo, na odległość, dalej niż my możemy słyszeć.; SS: He talks to other Bonobos at the lab, long-distance, farther than we can hear.
488; 1135; Wracając do czasów dzieciństwa – dorastałem w fabryce tofu w Seattle.; But looking way back, when I was a child -- you see, I grew up in a tofu factory in Seattle.
489; 1138; Średnie zmniejszenie stężenia DNA HBV względem wartości początkowych (log10 kopii/ ml)± SEM1, 2, 3; Mean HBV DNA reduction from baseline (log10 copies/ ml)± SEM1,2,3
490; 1139; RPA Senegal Zjednoczone Emiraty Arabskie Turcja; Qatar Saudi Arabia Senegal South Africa
491; 1141; Macedonia, Serbia i Czarnogóra zdecydowanie wybrały drogę w kierunku Unii Europejskiej.; Macedonia, Serbia and Montenegro have definitely taken the turning for the European Union.
492; 1142; Seria niefortunnych zdarzeń; A Series of Unfortunate Events
493; 1143; Serwis Informacyjno-Wyszukiwawczy Dow Jonesa; Dow Jones News/Retrieval Service
494; 1146; Sfederowane Stany Mikronezji; Federated States of Micronesia
495; 1147; Sheffield Hallam University; Sheffield Hallam University
496; 1149; St. Peter Port; St. Peter Port
497; 1150; spaść na cztery łapy; to fall on one's feet
498; 1152; spaść z piedestału; to fall off one’s pedestal
499; 1169; Możecie mieć mały predyktor, neuronalny symulator, fizyki naszego ciała i zmysłów.; You might have a little predictor, a neural simulator, of the physics of your body and your senses.
500; 1170; Synestezja to doświadczanie stymulacji jednego zmysłu przez inny zmysł, na przykład barwne słyszenie.; Now, synesthesia is the experience of a stimulus in once sense organ in another sense organ as well, such as colored hearing.
501; 1172; Synod ten nie może zostać zarejestrowany i nie ma podstawy prawnej.; This Synod cannot be registered and has no legal basis.
502; 1173; I bocian na powietrzu zna ustawione czasy swoje, i synogarlica, i żuraw, i jaskółka przestrzegają czasu przylecenia swego; ale lud mój nie zna sądu Pańskiego.; Yea, the stork in the heavens knoweth her appointed times; and the turtle-dove and the swallow and the crane observe the time of their coming; but my people know not the law of Jehovah.
503; 1178; Tbilisi jest odpowiedzialne za niezrozumiałą decyzję o podjęciu działań wojskowych.; Tbilisi is responsible for the incomprehensible decision to take military action.
504; 1179; Więc podobnie do przesłania TED, działają razem bo tylko tak można coś zmienić.; So in the spirit of TED they're doing things together because it makes a difference.
505; 1180; Naiwnością byłoby sądzenie, że Teheran nie będzie w stanie wywrzeć nacisku na Europę.; It would be naive to believe that Tehran would not be able to put pressure on Europe.
506; 1183; . ~~~ Tennessee Valley Authority było w kropce.; OK, so the Tennessee Valley Authority was in a little bit of a bind.
507; 1194; Turecka Republika Cypru Północnego; Turkish Republic of Northern Cyprus
508; 1195; Turkmenistan jest jednym z wymienionych przez sprawozdawcę krajów Azji Środkowej.; Turkmenistan is one of the Central Asian countries the rapporteur mentions.
509; 1196; Corso Vittorio Emanuele Ii, 72 10121 Turyn Włochy; Corso Vittorio Emanuele Ii, 72 10121 Torino Italy
510; 1199; Tablica rejestracyjna dwu- i trzykołowych pojazdów silnikowych (wersja skodyfikowana) (głosowanie); Rear registration plate of two or three-wheel motor vehicles (vote)
511; 1203; Terminowość spłaty ubezpieczonych depozytów może zatem zostać poprawiona.; The timely payout of insurer deposits can indeed be improved.
512; 1206; Co ciekawe, termodynamika mówi, że wydajność spalania nie przekroczy 20%.; But more interestingly, the thermodynamics of this say, you're never going to get more than 20 percent efficiency.
513; 1212; Ahmed Dogan był założycielem tej organizacji, za co został skazany i osadzony w więzieniu jako terrorysta.; Ahmed Dogan was the founder of that organisation, for which he was convicted and imprisoned as a terrorist.
514; 1213; Może się zdarzyć, że akt terrorystyczny spowoduje ogromny chaos.; It may be the case that a terrorist act causes a great deal of chaos.
515; 1214; Krytykuję terroryzowanie pokojowo nastawionego Tajwanu poprzez wykluczenie tego kraju z wszelkich organizacji międzynarodowych, w tym ze Światowej Organizacji Zdrowia.; I have criticised the bullying of peaceful Taiwan in excluding this country from all international organisations, including the World Health Organisation.
516; 1215; Z pewnością w UE przebywają "uśpieni” terroryści, którzy mogą w każdej chwili się uaktywnić.; We certainly have sleepers within the EU, who could become active at any time.
517; 1217; swobodnego przemieszczania się i przebywania na terytorium Państw Członkowskich,; the right to move and reside freely within the territory of the Member States;
518; 1218; terytorium zamorskie Wielkiej Brytanii; British Overseas Territory
519; 1224; *** stratyfikowany test log- rank według grupy Rai (etap I- II vs III- IV) **** według 4- kolorowego przepływu; *** log-rank test stratified by Rai group (Stage I-II **** by 4-colour flow
520; 1229; W moim mniemaniu bliskowschodni proces pokojowy przechodzi obecnie test wytrzymałości.; (SK) Mr President, the Middle East peace process is, in my opinion, going through an endurance test at the moment.
521; 1231; Sporo z nas zna treść ustawy o wolności informacji i sporo z nas zna z doświadczenia rozwiązanie funkcjonujące w USA.; Quite a few of us know the Freedom of Information Act, and quite a few of us have experience of the way in which things are done in the USA.
522; 1234; Ale jeźli przecię w złości trwać będziecie, tedy i wy, i król wasz poginiecie.; But if ye shall still do wickedly, ye shall be consumed, both ye and your king.
523; 1237; Eksperymentowaliśmy z typografią, z ilustracją, ze zdjęciami.; We were experimenting with type, with illustration, with photos.
524; 1240; Mówię o tym, gdyż tak typowo przebiega podróż Irlandczyków w ostatnich tygodniach.; I raise this because it is typical of the many journeys undertaken by Irish people in recent weeks.
525; 1242; Przypadek Qimondy to przypadek typowy w sytuacji obecnego globalnego kryzysu finansowego i gospodarczego.; Qimonda is a paradigm case in the current context of global financial and economic crisis.
526; 1245; Pochodzę z Polski, gdzie ponad 20 lat temu, w 1989 roku, tyrania ustąpiła miejsca demokracji.; I come from Poland where, over 20 years ago, in 1989, tyranny gave place to democracy.
527; 1247; tyrać jak wół; to have one’s nose to the grindstone
528; 1249; Może być bezobjawowa i reagować na leczenie tyroksyną, oraz ustępować po odstawieniu leku.; It may be asymptomatic and responds to treatment with thyroxine and resolves upon withdrawal of treatment.
529; 1250; . ~~~ Tyły centrum komunalnego w moim mieście, Saratoga Springs, New York.; (Laughter) This is it on a smaller scale: the back of the civic center in my town, Saratoga Springs, New York.
530; 1251; Nie jest to zatem kwestia fałszowania tzw. wyborów w większym stopniu niż zazwyczaj.; The issue, therefore, is not about rigging so-called elections more than usual.
531; 1252; Są jak tęcza.; It's like a rainbow.
532; 1254; W miejscu wstrzyknięcia może wystąpić rozlany obrzęk – tęgi lub miękki (o średnicy do 5 cm).; Swelling (max. diameter 5 cm) may occur, either as hard or soft swelling.
533; 1256; Amerykanie mówią: "Ach, to tępak.; And the Americans: "Ah, he's a knucklehead.
534; 1261; tęsknie za tobą; I miss you
535; 1263; Pociągnąć tłoczek tak, aby nabrać do strzykawki prawidłową dawkę (patrz rycina 5).; Pull the plunger to withdraw the correct dose into the syringe (see Figure 5).
536; 1264; Leki te działają poprzez rozszerzenie naczyń krwionośnych, ułatwiając sercu tłoczenie krwi.; These medicines work by widening your blood vessels making it easier for your heart to pump blood through them.
537; 1267; Kończyna atakująca może dźgać ostrym zakończeniem, lub tłuc piętą.; So, the smasher raptorial appendage can stab with a point at the end, or it can smash with the heel.
538; 1270; Środki te pokrywają składki Agencji na ubezpieczenie chorobowe.; This appropriation covers the Agency's sickness contributions.
539; 1272; Ostatnio musiałem wykupić ubezpieczenie na życie.; So I just recently had to buy life insurance.
540; 1273; Prawo UE gwarantuje minimalne ubezpieczenie od odpowiedzialności cywilnej.; EU law guarantees minimum liability coverage.
541; 1274; Celem rozporządzenia jest ustanowienie maksymalnie przejrzystych procedur, na podstawie których osoby ubezpieczone otrzymałyby świadczenia społeczne w sytuacji transgranicznej.; Its goal is to establish procedures, as clearly as possible, on the basis of which those insured persons who are in a cross-border situation will receive social benefits.
542; 1276; Prawdopodobnie jednak niektórzy ubezpieczyciele wezmą go pod uwagę, warto więc zapoznać się z różnymi ofertami.; It is likely that some insurers will consider your claims record though, so it is worth shopping around.
543; 1280; Nie dajmy się ubiec rozwojowi wypadków.; We must make sure that we do not get overtaken by events.
544; 1281; FYROM to kraj ubiegający się o przystąpienie do UE, a Albania to potencjalny kraj kandydujący.; The FYROM is a candidate for EU accession and Albania is a potential candidate.
545; 1282; O mikrokredyt mogą ubiegać sie firmy zatrudniające mniej niż 10 pracowników.; A micro-credit can be accessed by companies with fewer than 10 employees.
546; 1283; Jak ubiegać się o środki UE lub kto mógłby sfinansować Twoją działalność?; Don't know how to apply for EU funding or who could finance your business?
547; 1284; ., chciałbym ubiegać się o stanowisko...; I wish to apply for the post of…which you advertised in…on… .
548; 1293; układać się w logiczną całość; to fall into place
549; 1301; Uprawiane i produkowane w Afganistanie narkotyki trafiają na europejskie ulice.; Drugs grown and produced in Afghanistan find their way to the streets of Europe.
550; 1305; ulitować się nad; to have mercy on
551; 1308; Okazuje się się, że trudno jest dzisiaj uruchomić środki z Funduszu Solidarności.; Today, the financial resources of the Solidarity Fund seem difficult to implement.
552; 1309; Spróbuj ponownie uruchomić komputer.; Try restarting your computer.
553; 1310; Jedynie wówczas będziemy w stanie ponownie uruchomić również budżet europejski.; Only then will we also be able to relaunch the European budget.
554; 1313; urwać się z choinki; to be living on a different planet
555; 1314; urwać się z choinki; to be living on a different planet
556; 1316; urywać się z lekcji; to cut class
557; 1317; (Śmiech) Oto wielka premiera - pokażę wam urywek.; (Laughter) This is my unveiling, because I am going to show you a clip.
558; 1319; Można je urzeć każdej nocy, wzdłuż brzegów rzek.; You can see it every night along the river banks.
559; 1321; Polityka spójności po 2013 roku musi w dalszym ciągu urzeczywistniać tę wizję.; The cohesion policy after 2013 must continue to make this vision a reality.
560; 1322; Urzeczywistnienie rynku wewnętrznego usług pocztowych Wspólnoty (debata); Accomplishment of the internal market in Community postal services (debate)
561; 1323; Musimy zapewnić, by podstawowe prawa każdej osoby mogły się urzeczywistnić.; We need to ensure that the fundamental rights of each person can become a reality.
562; 1324; Niezwykle urzekający. ~~~ Nie tylko potrafi strzelać, prowadzić samochód – no wiecie, pije wino, w istocie jest tam troszkę wina – no i, oczywiście, zawsze nosi smoking.; Not only can he shoot, drive, drink -- you know, he drinks wine, there actually is a little wine in there -- and of course, always wears a tuxedo.
563; 1327; Zdecydowanie nie jest to niezależny urząd prezydenta mającego władzę wykonawczą.; It is certainly not a President and not with executive powers in its own right.
564; 1328; urząd ds. rejestracji spółek; Companies Registration Office
565; 1334; uzależniony od czegoś; addicted to sth
566; 1335; Należy uzależnić wszelką pomoc międzynarodową od demokratycznych zmian na Białorusi.; All international aid should be made dependent on democratic change in Belarus.
567; 1336; Takie opinie i wystąpienia mogą jedynie uzasadniać politykę Rosji i jej sił specjalnych.; Such views and talk can only support Russia's policies and its special forces.
568; 1337; Dlatego wniosek o 5-procentowy wzrost w przyszłym budżecie jest uzasadniony i konieczny.; The request for a 5% increase in the next budget is therefore just and necessary.
569; 1341; Dlatego musimy uzbroić się w inne instrumenty, aby bronić najbardziej poszkodowanych obywateli.; For this reason, we must arm ourselves with other instruments to defend the people who are hardest hit.
570; 1346; Nie bądźcież jako koń, albo jako muł, którzy rozumu nie mają, których gęby uzdą i wędzidłem kiełznać musisz, aby się na cię nie porywały.; Be ye not as the horse, or as the mule, which have no understanding; Whose trappings must be bit and bridle to hold them in, [Else] they will not come near unto thee.
571; 1347; Ten dom z ciastek granoli ma specjalny dach z Sun Chipsów, po to, by gromadzić wodę i ją uzdatniać.; And the granola house has a special Sun Chip roof to collect water and recycle it.
572; 1348; Język słowacki jest nauczany jako język uzupełniający, przez kilka godzin tygodniowo.; Slovak is taught as a supplementary language for a few hours each week.
573; 1349; Ma ona przedstawiać doskonałość, wzajemne uzupełnianie się i solidarność oraz symbolizować jedność Europy.; The flag is intended to represent perfection, complementarity and solidarity and to symbolise Europe's unity.
574; 1350; Będzie ona uzupełniać Radę ds. Energii, która również stanie się bardziej dynamiczna.; That will be complementary to the Energy Council, which we will re-energise as well.
575; 1353; Chciałbym jedynie krótko uzupełnić moją pierwszą wypowiedź.; (DA) Mr President, I would just like briefly to add something to my first speech.
576; 1357; Jeśli takiego zaświadczenia nie przedstawią, nikną ich szanse na uzyskanie pracy.; If they fail to produce such a certificate, their chances of obtaining work vanish.
577; 1358; Należy uzyskać od producenta szczegółowe instrukcje dotyczące sposobu użycia pomp.; Specific instructions for using the pumps must be obtained from the manufacturer.
578; 1361; Nie próbujemy jednostronnie uzyskiwać korzyści ze strategii dla Azji Środkowej.; We are not trying to profit unilaterally from a strategy for Central Asia.
579; 1364; Każdy, kto chce uścisnąć rękę wyciągniętą przez grupę PPE-DE, może zrobić to jutro.; Anyone who wants to grasp the outstretched hand of the PPE-DE Group can do so tomorrow.
580; 1365; Na zakończenie prezydencji należy uściślać pochwały, a uogólniać żale.; At the end of a presidency, one should be specific in one's compliments, but general in one's regrets.
581; 1366; Więc już teraz musimy uściślić przepisy, a dopiero potem wprowadzić lepszą kontrolę.; Right now, then, we have to tighten up the laws and then carry out better controls.
582; 1368; Dziś kiedy WNP mówi o różnorodności, tylko rosyjskie siły są obecne.; Today, as the CIS talks about diversity, only Russian troops are present.
583; 1371; Australijska Wielka Rafa Koralowa jest kolejnym przykładem sukcesu.; The Australian Great Barrier Reef is another success story.
